timestamp,sensor_id,location_lat,location_lon,pipe_id,flow_rate_lps,pressure_psi,vibration_hz,vibration_amplitude,moisture_level,ultrasonic_echo,total_supplied_liters,total_consumed_liters,leak
2025-10-20 00:00:00,S4,21.24593468079462,81.66420914150187,Pipe1,16.533766119730963,32.64943911407463,2.2930633202316475,3.1040284221104564,0,1.8365231643140567,3318.599737886954,3284.4434168412995,0
2025-10-20 00:30:00,S3,21.212804583895778,81.59519026935122,Pipe1,7.082407589741152,55.634989792128586,9.094004219957242,1.728336416619316,1,2.8958465610514894,3670.230954084109,3652.998966963946,1
2025-10-20 01:00:00,S3,21.282179063684445,81.61450826278224,Pipe3,10.214288217240252,31.272187259406607,27.435765460370433,2.672117518662615,0,4.576869051583703,1514.9935931985756,1481.98364186756,0
2025-10-20 01:30:00,S2,21.279941039890904,81.64279003894909,Pipe1,6.226385479233079,64.94314496427108,46.04362002659066,0.30538979927431875,0,4.224805119172245,3993.0387615346335,3974.586659598996,0
2025-10-20 02:00:00,S3,21.292404175910743,81.60361165331173,Pipe3,16.399331134063786,51.25063015894136,36.02580306957324,0.31170681255620725,0,1.532467714349913,3748.662021613324,3664.2179543499615,1
2025-10-20 02:30:00,S4,21.210717201133978,81.62474123668234,Pipe3,12.989258996825347,39.698820145389185,13.462161547469048,1.8864208155231132,0,2.288316662332713,1845.7920279861787,1813.0422927683871,0
2025-10-20 03:00:00,S1,21.234292686427825,81.62739699414306,Pipe1,10.326564549189571,55.952913611663035,23.97910508771251,2.9209974235708462,0,3.2309690638017496,3346.141738643036,3289.695884390772,1
2025-10-20 03:30:00,S1,21.236308229639864,81.64459172413315,Pipe1,13.561674570033679,44.243869035913846,49.32576243964898,3.0288740967844356,0,1.407129890481615,1611.4365567373281,1586.8407838988774,0
2025-10-20 04:00:00,S3,21.208788762454013,81.66058648867411,Pipe2,5.83480234035463,63.692561411927265,2.581773893725642,0.09121240714180523,0,4.989022139073578,4586.441051896083,4528.841210115517,1
2025-10-20 04:30:00,S3,21.28170720709493,81.60579028270449,Pipe4,7.563313810850987,56.74572879697724,46.46879945637929,2.783814465069649,0,2.1199163746411367,4077.9717327677477,4059.2673579119955,0
2025-10-20 05:00:00,S3,21.219950692733832,81.65362471836984,Pipe4,12.947600347716751,58.289203825777776,38.38897507214194,0.4364508979483772,0,4.728057369027736,2282.568768638057,2223.180458882267,1
2025-10-20 05:30:00,S4,21.213441467693897,81.58633749704727,Pipe2,19.84940348584918,42.89415379898892,40.493722292731746,1.2732032738188193,0,4.040911439558746,3382.554962431377,3335.3973435763614,0
2025-10-20 06:00:00,S2,21.210669925011345,81.66507274600164,Pipe3,16.189617883230774,46.340731717436675,46.64690335499773,4.954647382286953,0,2.5169143398552016,4705.797694358845,4633.638039283717,1
2025-10-20 06:30:00,S1,21.21397723766263,81.65952673118599,Pipe4,8.024409800716167,36.54623771462818,8.213289896549647,4.07287360115691,0,3.0922616990764773,2435.32193649401,2347.601882412699,1
2025-10-20 07:00:00,S4,21.245194860129903,81.65137824548553,Pipe2,18.495011679382596,54.964061767273506,26.989053095731652,2.193723376941695,0,2.4214498072735835,2565.9284408060075,2512.74269283719,1
2025-10-20 07:30:00,S4,21.2624237995914,81.59168980407084,Pipe4,19.097481854202126,55.10832212285671,16.745280732854305,0.6963603633169363,0,3.480291023714054,3133.844367905286,3044.4551096001906,1
2025-10-20 08:00:00,S2,21.27524031200388,81.65069804612435,Pipe1,16.678579085761264,35.725119421938786,10.227229658473163,3.570320411118071,0,4.018541167440466,1411.66412297658,1358.0159878281206,1
2025-10-20 08:30:00,S1,21.2127488662332,81.61972872905604,Pipe4,16.959430486693304,35.99669709395095,11.462569761632075,3.611262841965331,0,3.564590531541189,3775.7937778684,3721.5213335336402,1
2025-10-20 09:00:00,S1,21.282679882780908,81.6759074794564,Pipe3,10.137863857678152,39.09403932119948,21.179843121024145,1.4396480823786306,0,4.647409635371859,1556.4647765722475,1546.385316270659,0
